,id,created_at,text,is_propaganda
2420,1476490872829222912,2021-12-30 09:50:30+00:00,"💬#Zakharova: On December 28, President of Ukraine imposed five-year sanctions against Pershiy Nezalezhniy and UkrLi… https://t.co/JucNcJ0V2W",True
3247,1503490916975271936,2022-03-14 21:59:02+00:00,83-year-old woman arrested after dismembered body found in New York https://t.co/keVJBRNGuj,False
2890,1511261620265271296,2022-04-05 08:37:02+00:00,Denmark expels 15 Russian diplomats – FM Jeppe Kofod https://t.co/DaKGaWOH2u,True
396,1526877171092017154,2022-05-18 10:47:40+00:00,RT @BloombergUK: An MP arrested in connection with an allegation of serious sexual offences will not attend the House of Commons while the…,False
1891,1489926835395825664,2022-02-05 11:40:13+00:00,"RT @GGatilov: Maestro Denis #Matsuev, outstanding pianist and true Ambassador of 🇷🇺 culture performed in Geneva’ Victoria Hall to a great r…",True
1428,1517380226803769344,2022-04-22 05:50:12+00:00,Mid-day meal plan struggles to feed India's hungry students https://t.co/3uOzHj1TBp,False
1093,1524124920506208256,2022-05-10 20:31:12+00:00,George Soros gave $1 million to Georgia governor hopeful Stacey Abrams’s leadership PAC in March https://t.co/MLWAh70LuI,False
2667,1512410578031104012,2022-04-08 12:42:35+00:00,"China opposes the UN's 'selective double standards and confrontation on human rights issues'

More:… https://t.co/DOpQnHCWhT",True
68,1527701201659252737,2022-05-20 17:22:04+00:00,Why is Sri Lanka in an economic crisis? https://t.co/xw1JZjGjv2,False
3210,1509379964088455175,2022-03-31 04:00:01+00:00,"Russia has raised concerns over the apparent use of an official UN vehicle in combat by Ukrainian forces 

DETAILS:… https://t.co/mMeDUKK37Y",True
1722,1516042285846249479,2022-04-18 13:13:42+00:00,"⚡️ Russians launch missile strike at Kramatorsk, no casualties reported. 

At least 8 residential buildings, educat… https://t.co/omDpLAKLep",False
1446,1522497924139294724,2022-05-06 08:46:06+00:00,France’s four largest left-wing parties form a united front ahead of elections next month as opposition mobilizes a… https://t.co/IQdLPo0l3z,False
352,1520170681933176840,2022-04-29 22:38:28+00:00,"RT @RussiaUN: #Nebenzia: We are proud that back in 2017, Russia🇷🇺 fully and in advance, under close international control fulfilled all its…",True
1729,1515978564650385415,2022-04-18 09:00:29+00:00,"⚡️ No humanitarian corridors two days in a row. 

Russian troops didn’t agree to a Ukrainian ceasefire proposal alo… https://t.co/EgoHWTl0L1",False
1739,1517594086424735744,2022-04-22 20:00:00+00:00,"Amid an unprecedented clampdown on Russia news agencies, Western media has finally found a new target to blame for… https://t.co/b3NbxmRDCD",True
530,1525132065133449216,2022-05-13 15:13:14+00:00,"Gorshenin himself was not injured, but cameramen Vladimir Batalin and Viktor Miroshnikov were hospitalized with shr… https://t.co/npRs5rvEio",True
3011,1506361039289569291,2022-03-22 20:03:53+00:00,"⚡️Russia prosecutes journalist for social media posts about Russian attack on Mariupol maternity hospital.

Russia'… https://t.co/XuBTIsztFt",False
3114,1504349575028617218,2022-03-17 06:51:02+00:00,Why US students are staging walkouts over masks https://t.co/hkJ1pYnjPA,False
286,1527236283935907840,2022-05-19 10:34:39+00:00,"RT @business: The war in Ukraine is costing Russia up to $300m a day, according to a Citibank analyst

Latest updates: https://t.co/krvyE4V…",False
915,1508909017082515459,2022-03-29 20:48:38+00:00,"🇷🇺🇫🇷 Presidents Vladimir Putin and @EmmanuelMacron  held a telephone conversation.

❗️ Special consideration was gi… https://t.co/2ND55GnTYC",True
968,1521970455892135936,2022-05-04 21:50:08+00:00,"⚡️Russian missile hits infrastructure in Kirovohrad Oblast. 

The information on casualties and the damage to the i… https://t.co/PWuhX7e5bs",False
2418,1476494461224030210,2021-12-30 10:04:46+00:00,💬 #Zakharova: We believe that the Malian authorities have every right to look for reliable partners for ensuring th… https://t.co/ZCEkFptXWO,True
973,1522312677837750278,2022-05-05 20:30:00+00:00,"Washington has no right to tell its citizens what the truth is, Rand Paul claims

https://t.co/aX2P3zn4eo https://t.co/oBnUNiOPtf",True
1535,1516630408909180939,2022-04-20 04:10:41+00:00,Hepatitis cases detected in children in Europe and the US https://t.co/BqD4F3X6Dm,False
626,1524353520849276928,2022-05-11 11:39:35+00:00,"⚡️Russian proxies will ask Putin to annex Kherson Oblast. 

Kirill Stremousov, a leader of the Kremlin’s proxies in… https://t.co/KMkqsk0TU9",False
727,1512142616204386313,2022-04-07 18:57:48+00:00,"RT @mission_russian: Ambassador @GGatilov on Russia's withdrawal from the #UNHCR:

💬 It is regretful to state that a single group of countr…",True
273,1526616034471342080,2022-05-17 17:30:00+00:00,Imran Khan condemns American chokehold on Pakistani govt https://t.co/bK0sacAYHb,True
3096,1515360778878128133,2022-04-16 16:05:38+00:00,President Joe Biden's administration is dramatically curtailing U.S. public land available for new oil and gas deve… https://t.co/W5Ccs31PXX,False
2821,1511561838944694273,2022-04-06 04:30:00+00:00,"Released docs show how Australian government misled citizens

The authorities have sought to undermine digital priv… https://t.co/TeFNSyLD6O",True
179,1524715908865925120,2022-05-12 11:39:35+00:00,"RT @mission_russian: Ambassador @GGatilov on the special session of the @UN_HRC on Ukraine:
 
💬 Instead of discussing the true causes that…",True
1767,1514483356297269249,2022-04-14 05:59:04+00:00,Is a virus we all have causing multiple sclerosis? https://t.co/xE1fCslLuw,False
2735,1511931778956627969,2022-04-07 05:00:01+00:00,What the future holds for the West without Russian metals? https://t.co/EormZ5ZsOQ,True
2249,1519073587713527809,2022-04-26 21:59:00+00:00,Canada plans to give itself the power to seize the assets of sanctioned Russians and use them to compensate victims… https://t.co/EevJv7rJpZ,False
148,1527662672522760193,2022-05-20 14:48:58+00:00,"RT @BloombergUK: ""It's a huge challenge, and it's a global challenge""

Business Secretary Kwasi Kwarteng says external factors including th…",False
2488,1474398001850458134,2021-12-24 15:14:11+00:00,"RT @saochair: 🎄🥂🎉To all our friends across the #Arctic❄️ and beyond, #Russia's chairmanship team wishes you a relaxing holiday season, Merr…",True
769,1523648991426097154,2022-05-09 13:00:02+00:00,"Putin on Victory Day: 'Today our soldiers of various ethnicities, our brothers are shoulder to shoulder - for victo… https://t.co/q8eAU4hP9C",True
490,1517546366423207936,2022-04-22 16:50:23+00:00,"RT @PMSimferopol: 🆕The first in #Crimea🇷🇺 specialized electric vehicle maintenance station has opened in #Alushta❤!
In 2022, more than 50 c…",True
2350,1479783092701310979,2022-01-08 11:52:36+00:00,"🇷🇺🇰🇿📞 President Vladimir #Putin had a telephone conversation with President of #Kazakhstan @TokayevKZ.

President P… https://t.co/RFIxK9rtYY",True
1766,1521513089300115459,2022-05-03 15:32:43+00:00,Senate Majority Leader Mitch McConnell called the leak of a draft Supreme Court decision overturning the landmark R… https://t.co/ADAqyuFZs7,False
3022,1506268581771763718,2022-03-22 13:56:29+00:00,"Ukrainian photojournalist Maks Levin goes missing near Kyiv. 

According to his friend, photographer Markiian Lysei… https://t.co/rIb4NIhdij",False
332,1526248083289522178,2022-05-16 17:07:54+00:00,Italy's largest oil and gas company ENI is ready to comply with Russia's requirements to open a Gazprombank account… https://t.co/jXFZzyMkIt,True
1955,1516525796638212107,2022-04-19 21:15:00+00:00,The Pentagon has announced that it will provide training for the use of US military hardware supplied to Ukraine.… https://t.co/DgJrJAhxB7,True
1764,1517526142185582594,2022-04-22 15:30:01+00:00,"Japan explains why it won’t quit Russian energy

An exit from joint oil and gas project would undermine Western san… https://t.co/qSapkI2Wh2",True
2138,1515434860084543488,2022-04-16 21:00:00+00:00,"Wife of arrested Ukrainian opposition leader appeals to UK

More: https://t.co/ASz6smNH2h https://t.co/6UjuJGBjOT",True
174,1524788775880208384,2022-05-12 16:29:08+00:00,"RT @MID_Kaliningrad: On May 12, Governor of the @KaliningradReg|ion Anton Alikhanov met with Sergey Andreev, Ambassador of Russia to #Polan…",True
212,1523756120707592192,2022-05-09 20:05:43+00:00,RT @Dpol_un: Western media definitely don’t care about the truth.The host of @SkyNews quickly ended my interview when I explained to him th…,True
990,1521857308556505088,2022-05-04 14:20:31+00:00,"⚡️ Associated Press: 600 civilians killed by Russian airstrike in Mariupol drama theater.

An investigation by Asso… https://t.co/p7qe8zpBSI",False
2453,1518087581082263553,2022-04-24 04:40:58+00:00,Japan and South Korea look set to try to revive a relationship that has hit new depths in recent years https://t.co/XBbIW2gMBL,False
2343,1510053846382489600,2022-04-02 00:37:47+00:00,Will Smith resigns from Oscars Academy over slap https://t.co/B9vJSTdBlP,False
2209,1512176617635917843,2022-04-07 21:12:55+00:00,"⚡️ Venediktova: 26 bodies found under rubbles in Borodyanka. 

State Emergency Service, on April 6, began clearing… https://t.co/KBNUn8KR0B",False
10,1528427053409783809,2022-05-22 17:26:20+00:00,"⚡️French Minister: Ukraine better not have illusions about quick EU membership.

French Minister for European Affai… https://t.co/JLHO7OUwiV",False
2050,1519798654672023552,2022-04-28 22:00:10+00:00,"Biden has broad support in Congress for a $33 billion Ukraine aid package, but the proposal risks getting tangled i… https://t.co/pF0Qzdx85D",False
860,1522992155781869568,2022-05-07 17:30:00+00:00,"German-Russian WWII museum changes name

Museum’s director called Moscow’s attack on Ukraine 'a profound turning po… https://t.co/sM3U9PnKti",True
1481,1497513952015753216,2022-02-26 10:08:43+00:00,"RT @mfa_russia: 💬 President #Putin: Banderites and neo-Nazis are putting up heavy weapons, including MLRS, right in the central districts o…",True
304,1526504885751099392,2022-05-17 10:08:20+00:00,⚡️Ukraine’s Deputy PM: 52 severely wounded Azovstal defenders will be exchanged for Russian POWs once their conditi… https://t.co/XGpqSKGhuN,False
321,1526330539153756162,2022-05-16 22:35:33+00:00,"According to President Volodymyr Zelensky, Ukraine is continuing the negotiations to reach an agreement for Azovsta… https://t.co/4pQ2hdsKgI",False
2893,1516516001248165895,2022-04-19 20:36:04+00:00,"The MTA’s overtime costs rose by 3% in 2021 compared with the prior year, as the largest U.S. mass-transit system f… https://t.co/GC6PkS1viU",False
1801,1515444896739569673,2022-04-16 21:39:53+00:00,"The missile cruiser Moskva, the Russian Black Sea Fleet flagship, sank following what Ukraine claims was a strike b… https://t.co/1vcFB2SNXY",False
1669,1518122567822848002,2022-04-24 07:00:00+00:00,"Few men live to see their hundredth birthday, fewer still who fought in the Great Patriotic War on the Eastern Euro… https://t.co/9hmtO2G8s4",True
2685,1517213696279334916,2022-04-21 18:48:28+00:00,⚡️ Florida’s Republican-controlled legislature passed a measure to strip Disney of its self-governance privileges i… https://t.co/GgM2NHdGI1,False
1103,1521037866482245633,2022-05-02 08:04:21+00:00,"⚡️Hungary to block any EU proposal for embargo on Russian energy imports.

“We’ve made it clear that we’ll never su… https://t.co/QlIXZt7VSs",False
209,1523937847023132675,2022-05-10 08:07:50+00:00,RT @RusEmb_Rwanda: Russia's Ambassador to Rwanda Karén Chalyan full interview to @IGIHE on international affairs and situation in Ukraine.…,True
798,1511077163939864580,2022-04-04 20:24:04+00:00,"💬 FM #Lavrov’s opening remarks during talks with Foreign Minister of Algeria @Lamamra_dz.

🤝 I am happy that we hav… https://t.co/0PCd20jSYC",True
1266,1523650816451788800,2022-05-09 13:07:17+00:00,"President Recep Tayyip Erdogan says Turkey wouldn’t force Syrian refugees to return home, seeking to blunt oppositi… https://t.co/x0lKmFWWOf",False
209,1527090418021765120,2022-05-19 00:55:02+00:00,"The human rights group investigated 22 apparent summary executions, nine unlawful killings, six possible enforced d… https://t.co/ryjvP664C0",False
2365,1479161764617019397,2022-01-06 18:43:40+00:00,"RT @RussianEmbassy: FM #Lavrov: Diplomacy, the culture of dialogue and compromise are being completely replaced. Whenever the West does not…",True
3119,1505443904195334146,2022-03-20 07:19:31+00:00,"⚡️Five people, including a 9-year-old boy, were killed by shelling or airstrikes in just one district of Kharkiv on… https://t.co/ljdy500xFn",False
2343,1479862600758300672,2022-01-08 17:08:33+00:00,"⭐️#OTD in 1942, the Battle of #Rzhev began - one of the bloodiest in the history of the Great Patriotic War &amp; #WWII… https://t.co/MGYzt5VBvL",True
1178,1503863900818837505,2022-03-15 22:41:09+00:00,RT @RusEmbUSA: The Embassy’s Comment: White House officials have begun to involve popular bloggers in a propaganda campaign aimed at pinnin…,True
1532,1516647811336581121,2022-04-20 05:19:50+00:00,Ukraine round-up: Allies pledge weapons as Russia targets east https://t.co/rDY4vqn52d,False
1606,1518552906219282435,2022-04-25 11:30:00+00:00,Russia's Mi-8 helicopters escort military convoy https://t.co/VFxGwCCEs1,True
598,1526288053005950983,2022-05-16 19:46:43+00:00,"Fetterman, with a beatnik-style goatee and tattoos, is out to prove that conventionality has been a loser for Democ… https://t.co/z24lg0NY6I",False
1265,1501906185968132100,2022-03-10 13:01:53+00:00,🇷🇺 🇩🇪 🇫🇷 📞 Vladimir Putin had a telephone conversation with Chancellor of the Federal Republic of Germany… https://t.co/77i8WvljrG,True
880,1524798512084434945,2022-05-12 17:07:49+00:00,"RT @business: LIVE: There’s no reason to pay off student loans right now, advisers say. 

Experts are recommending a wait-and-see approach…",False
463,1526638934993915906,2022-05-17 19:01:00+00:00,The US is preparing a military aid package for India to deepen security ties and reduce the country’s dependence on… https://t.co/EJNZUoNG09,False
1775,1517488397362909184,2022-04-22 13:00:02+00:00,Russian frigate fires Kalibr missiles at Ukrainian military infrastructure https://t.co/MpeDjxILC6,True
1577,1521983697536176128,2022-05-04 22:42:45+00:00,Three Florida residents are suing Governor Ron DeSantis arguing he's violating Disney’s constitutional right to fre… https://t.co/ms0dcls8kk,False
1363,1517652845503434753,2022-04-22 23:53:29+00:00,MAP Encyclopaedia: India's rich art history is just a click away now https://t.co/BdJeeSyR8S,False
1626,1518409460074434560,2022-04-25 02:00:00+00:00,A sheriff's deputy in Orlando climbed up a balcony to save a 1-year-old girl from a fire https://t.co/ts0WqBUGst,True
2062,1512126717506330638,2022-04-07 17:54:38+00:00,Mystery of alleged Chinese hack on eve of Ukraine invasion https://t.co/iszDEejaM4,False
726,1522722745133547520,2022-05-06 23:39:27+00:00,Victory Day parade: All eyes on Moscow - and what Putin does next https://t.co/RsnupTitFa,False
2550,1517562604918558721,2022-04-22 17:54:54+00:00,"“Populists and the far right in all our countries have made Vladimir Putin an ideological and political model, echo… https://t.co/UBFNLyRMJs",False
1520,1496942056169787392,2022-02-24 20:16:12+00:00,RT @unesco_russia: In connection with @UNESCO statement on the situation in 🇺🇦: Where was UNESCO when Kiev shelled schools in the Donbass?…,True
2516,1513479473403899904,2022-04-11 11:30:00+00:00,"Russia’s Ministry of Defense has claimed to have destroyed an S-300 air defence missile system, which had been dona… https://t.co/7YvIbCbYNS",True
983,1524460845039771649,2022-05-11 18:46:03+00:00,A New York judge is temporarily releasing ex-President Trump from an order holding him in contempt of court and fin… https://t.co/9YlrhPxyEB,False
653,1524156858285670401,2022-05-10 22:38:07+00:00,"⚡️US House expected to vote on $40 billion aid package for Ukraine late on May 10. 

The bill includes $6 billion t… https://t.co/CS0AFzN0uD",False
1325,1518294078122778624,2022-04-24 18:21:31+00:00,"As it is announced that Macron is projected to win French presidency, cheers erupt beneath the Eiffel Tower… https://t.co/44bieXbaCs",False
133,1527272887731769345,2022-05-19 13:00:06+00:00,India's cricketer-turned-politician Navjot Singh Sidhu jailed for road rage death https://t.co/kVKqU8lPt8,False
1914,1514456837722103809,2022-04-14 04:13:42+00:00,The list of sanctioned entities include Russian truck-maker Kamaz and shipping firms SEVMASH and United Shipbuildin… https://t.co/55Fh2NykVp,False
2445,1510590532732469251,2022-04-03 12:10:23+00:00,"⚡️ Mayors of Snovsk in Kherson Oblast and Beryslav in Chernihiv Oblast released from Russian captivity.

Source: Ky… https://t.co/lAlWZuRNov",False
88,1527817912198774786,2022-05-21 01:05:50+00:00,Pentagon spokesman John Kirby is moving to White House communications position that will have foreign policy focus https://t.co/1UxF48xEl7,False
311,1526167606696329216,2022-05-16 11:48:06+00:00,"US President Joe Biden says country must address hate following racially motivated mass shooting in Buffalo, New Yo… https://t.co/MM5dnCdqTh",False
1311,1519293305133191168,2022-04-27 12:32:05+00:00,Using such bombs against civilians is prohibited by the Geneva Conventions. Russians also launched an airstrike on… https://t.co/2IKpcg98MI,False
1032,1521980490219147267,2022-05-04 22:30:00+00:00,"You know what it’s like – there’s never anything to do on a bank holiday, so you might as well try and talk your wa… https://t.co/O7tO62JMSV",True
1697,1514883601724231681,2022-04-15 08:29:30+00:00,Behind the scenes in Zelensky's modern HQ https://t.co/oe4droMhsx,False
2895,1511229650336321540,2022-04-05 06:30:00+00:00,"Chocolate-maker Ferrero has recalled Kinder Surprise eggs due to a link with salmonella
https://t.co/4Xa4ufrFoj",True
1863,1521170422305280006,2022-05-02 16:51:05+00:00,"Ferdinand “Bongbong” Marcos Jr. has kept his lead in the presidential race while his rival, Leni Robredo, remained… https://t.co/ihMHg3dG78",False
789,1523291886152151040,2022-05-08 13:21:01+00:00,"⚡️Schemes: Russia deploys missiles to northern Crimea.

Specifically, Russia may be deploying S-300 surface-to-air… https://t.co/VJHJFzsSOj",False
2843,1467714957605277697,2021-12-06 04:38:09+00:00,"RT @ASEANRussia: ASEAN-Russia Naval Exercise took place on December 1-3, 2021 #ARNEX https://t.co/tt7eH3d4U2",True
81,1526933143340687362,2022-05-18 14:30:05+00:00,"💬 #Zakharova: Right-wing radical organizations in Ukraine spread extremism among minors, including by creating trai… https://t.co/Q3lC2WgW3H",True
1959,1514146795282128898,2022-04-13 07:41:42+00:00,"⚡️ Russian missiles hit infrastructure objects in Zhytomyr, Poltava Oblasts, no casualties reported yet.

Russian f… https://t.co/GTB2sqJpKU",False
1448,1519368279097327618,2022-04-27 17:30:00+00:00,"Macron’s re-election masks deep French malaise

The re-elected president’s second term risks being as plagued by pr… https://t.co/RAglDKHWjp",True
2282,1519007805851770882,2022-04-26 17:37:37+00:00,Key holdout Senator Joe Manchin says he discussed a tax increase and deficit reduction bill with Senate Majority Le… https://t.co/vFCYKgnxvV,False
114,1526113413658730496,2022-05-16 08:12:46+00:00,"RT @Dpol_un: Sovereign and independent #Ukraine ended with illegal Maidan coup in 2014, Mr. Secretary of State. After promoting your destru…",True
659,1513624213143367697,2022-04-11 21:05:08+00:00,"RT @PMSimferopol: Hero City🎖#Kerch❤
#GreatPatrioticWar🕊
#WeRemember🕯
#СвоихНеБросаем💯
#Welcome2Crimea🇷🇺 https://t.co/QpDDmNtV9d",True
658,1513624389631328263,2022-04-11 21:05:50+00:00,RT @RF_OSCE: #Lukashevich: Representatives of many Western OSCE participating States are not interested in the truth about what is happenin…,True
2789,1511682636145700864,2022-04-06 12:30:00+00:00,"West targets Russian darknet market

https://t.co/ljbkbvRiTl https://t.co/4JhPL1GbT9",True
2474,1474845909917777927,2021-12-25 20:54:00+00:00,"🇷🇺 #NewYear is coming, therefore Russian peacekeepers in Nagorno-Karabakh bring not only peace and safety, but happ… https://t.co/UBqurrR1zA",True
1744,1514575296262987781,2022-04-14 12:04:24+00:00,Marine Le Pen protester dragged from news conference https://t.co/C93oKGVUSj,False
2309,1511507089985880073,2022-04-06 00:52:27+00:00,"⚡️Turkey, Estonia announce return of embassies to Kyiv. 

The Turkish Embassy in Ukraine announced its embassy in U… https://t.co/PQnlpcNBtb",False
884,1522833611585597441,2022-05-07 07:00:00+00:00,A Croatian soldier who served in the Ukrainian army and claims he was taken prisoner during an attempt to flee the… https://t.co/SsTWJ7t3pT,True
2164,1519337780282896390,2022-04-27 15:28:49+00:00,The EU is moving into a new phase of the Covid pandemic where the virus will be treated like a more routine illness… https://t.co/NM4O7xFb9m,False
1115,1504557416230395908,2022-03-17 20:36:56+00:00,RT @RF_OSCE: #Lukashevich: We once again witness that representatives of 🇵🇱 Poland are abusing the powers of the OSCE Chairmanship-in-Offic…,True
1592,1495881558179385345,2022-02-21 22:02:10+00:00,"❗️ Below is a brief overview of #provocations prepared by the #US, which show clearly the kinds of tools that have… https://t.co/vaw9OYqoJe",True
176,1527310610173763584,2022-05-19 15:30:00+00:00,"A Massachusetts man who traveled to Canada has tested positive for monkeypox

https://t.co/s9ZL0OiMtO https://t.co/lTk36UC5hX",True
1901,1520804421285908480,2022-05-01 16:36:43+00:00,The U.S. immigration system would come under intense pressure if the end of a fast-track deportation policy trigger… https://t.co/ICIw7i69F9,False
2532,1513411530364051458,2022-04-11 07:00:01+00:00,"Pakistani demonstrators support Imran Khan after he loses a no-confidence vote

Read more: https://t.co/i7BpVuQsQu https://t.co/jsj39xSCWt",True
2835,1511463693036400641,2022-04-05 22:00:00+00:00,Russian soldiers who were held as prisoners in Ukraine have spoken about their ordeal while in captivity. https://t.co/Jvhu2G3tUR,True
1018,1521628510678405120,2022-05-03 23:11:22+00:00,"According to the Governor of Donetsk Oblast Pavlo Kyrylenko, this is the highest number of casualties in the region… https://t.co/3ogZNjcjcp",False
2496,1474333394729320448,2021-12-24 10:57:27+00:00,💬 #Zakharova: The #UNECE Executive Committee approved a project to establish a Centre of Excellence on Sustainable… https://t.co/0o4zZKF0nj,True
741,1523819611677995012,2022-05-10 00:18:01+00:00,Congress pushes arming Ukraine over Covid aid to Americans https://t.co/j2vHN6m49t,True
986,1507245978465751095,2022-03-25 06:40:19+00:00,"FM #Lavrov: The West does not like a situation where a regime it has nurtured and armed against Russia, a regime it… https://t.co/JlyUUuJ2rq",True
1728,1517677133069389824,2022-04-23 01:30:00+00:00,"Afghan refugees moved aside for Ukrainians – media

Germany is reportedly struggling to keep on top of its refugee… https://t.co/iXN17Ase8y",True
54,1528125982900506624,2022-05-21 21:30:00+00:00,"Zelensky gives details on Azovstal surrender

Ukrainian fighters laid down their arms after getting a “signal” from… https://t.co/rOMBhWyTDP",True
1396,1499386689713840128,2022-03-03 14:10:18+00:00,"💬#Zakharova: As you know, direct talks between Russian and Ukrainian representatives are underway on Belarusian ter… https://t.co/FL5kDnFYze",True
1324,1500731270489423872,2022-03-07 07:13:11+00:00,RT @RusEmbAU: 🇷🇺Russian Deputy Foreign Minister Igor #Morgulov's greetings on the occasion of the 25th Anniversary of the Indian Ocean Rim…,True
321,1521081082862612481,2022-05-02 10:56:05+00:00,"RT @RF_OSCE: 1/2 #Lukashevich: This exact day eight years ago, the Maidan supporters, chanting ""Glory to Ukraine"", killed and burned dozens…",True
